년월,시도명,시군구,승용관용,승용자가용,승용영업용,승용계,승합관용,승합자가용,승합영업용,승합계,화물관용,화물자가용,화물영업용,화물계,특수관용,특수자가용,특수영업용,특수계,관용,자가용,영업용,계
202401 ,서울,강남구,154,215,268,17,940,233,362,57,4,24,543,4,624,179,13,704,2,398,16,281
202401 ,서울,강동구,114,129,486,5,41,134,641,41,3,357,800,4,198,148,12,102,2,545,14,795
202401 ,서울,강북구,105,60,527,2,98,62,730,67,2,221,718,3,6,132,7,24,1,310,8,466
202401 ,서울,강서구,135,168,140,9,873,178,148,44,4,338,1,332,5,714,170,16,444,4,369,20
202401 ,서울,관악구,91,99,635,3,79,102,805,47,3,122,347,3,516,145,9,211,2,225,11,581
202401 ,서울,광진구,93,80,891,3,64,84,48,45,2,206,331,2,582,175,8,876,1,652,10,703
202401 ,서울,구로구,107,115,687,9,885,125,679,62,4,234,533,4,829,129,13,959,2,696,16,784
202401 ,서울,금천구,55,71,729,3,480,75,264,31,2,774,450,3,255,74,10,848,2,322,13,244
202401 ,서울,노원구,83,129,730,5,464,135,277,56,3,430,785,4,271,175,9,989,2,167,12,331
202401 ,서울,도봉구,92,76,748,4,656,81,496,48,2,382,582,3,12,125,8,36,2,60,10,221
202401 ,서울,동대문구,103,84,309,2,897,87,309,55,2,666,154,2,875,138,9,861,2,204,12,203
202401 ,서울,동작구,111,94,545,1,174,95,830,47,2,311,135,2,493,122,6,515,1,206,7,843
202401 ,서울,마포구,95,101,936,4,264,106,295,54,2,623,625,3,302,172,9,353,2,276,11,801
202401 ,서울,서대문구,196,77,579,3,215,80,990,99,2,74,401,2,574,129,5,860,1,814,7,803
202401 ,서울,서초구,178,152,590,4,51,156,819,134,3,8,662,3,804,181,10,781,4,841,15,803
202401 ,서울,성동구,131,82,331,8,751,91,213,50,1,861,953,2,864,178,8,416,1,869,10,463
202401 ,서울,성북구,95,105,347,2,47,107,489,50,2,942,1,112,4,104,144,8,589,1,722,10
202401 ,서울,송파구,127,207,7,7,248,214,382,101,4,120,1,631,5,852,165,17,816,5,3,22
202401 ,서울,양천구,128,128,184,4,401,132,713,60,3,169,755,3,984,140,11,176,2,946,14,262
202401 ,서울,영등포구,125,118,489,2,955,121,569,58,3,821,173,4,52,166,13,475,4,424,18,65
202401 ,서울,용산구,251,64,717,1,303,66,271,122,1,859,65,2,46,154,5,131,776,6,61,12
202401 ,서울,은평구,99,114,501,4,57,118,657,44,3,107,730,3,881,139,9,947,2,70,12,156
202401 ,서울,종로구,1,649,39,483,550,41,682,1,534,1,506,262,3,302,346,3,656,1,567,5
202401 ,서울,중구,298,42,612,1,507,44,417,862,1,810,222,2,894,178,5,330,1,209,6,717
202401 ,서울,중랑구,83,91,639,5,934,97,656,32,3,120,558,3,710,121,11,685,2,829,14,635
202402 ,서울,강남구,154,217,167,17,423,234,744,57,4,19,535,4,611,178,13,694,2,433,16,305
202402 ,서울,강동구,107,129,782,5,16,134,905,41,3,357,803,4,201,148,12,99,2,553,14,800
202402 ,서울,강북구,106,60,478,2,93,62,677,67,2,212,718,2,997,132,7,14,1,305,8,451
202402 ,서울,강서구,135,167,515,9,766,177,416,43,4,326,1,334,5,703,168,16,443,4,377,20
202402 ,서울,관악구,91,99,507,3,60,102,658,46,3,109,346,3,501,144,9,185,2,235,11,564
202402 ,서울,광진구,93,80,763,3,31,83,887,45,2,202,331,2,578,175,8,841,1,650,10,666
202402 ,서울,구로구,107,115,571,9,868,125,546,62,4,213,532,4,807,129,13,963,2,682,16,774
202402 ,서울,금천구,58,71,702,3,476,75,236,31,2,758,450,3,239,72,10,861,2,310,13,243
202402 ,서울,노원구,84,129,689,5,463,135,236,58,3,413,780,4,251,175,9,960,2,167,12,302
202402 ,서울,도봉구,92,76,705,4,643,81,440,48,2,370,591,3,9,125,8,66,2,54,10,245
202402 ,서울,동대문구,102,84,302,2,894,87,298,55,2,664,154,2,873,132,9,868,2,194,12,194
202402 ,서울,동작구,111,94,422,1,139,95,672,47,2,305,132,2,484,122,6,527,1,208,7,857
202402 ,서울,마포구,95,101,740,4,212,106,47,54,2,612,624,3,290,172,9,366,2,253,11,791
202402 ,서울,서대문구,196,77,623,3,216,81,35,99,2,79,404,2,582,131,5,866,1,809,7,806
202402 ,서울,서초구,173,152,578,3,949,156,700,130,2,992,663,3,785,181,10,779,4,822,15,782
202402 ,서울,성동구,131,82,260,8,753,91,144,49,1,867,962,2,878,176,8,394,1,878,10,448
202402 ,서울,성북구,95,105,227,2,41,107,363,49,2,929,1,111,4,89,143,8,578,1,724,10
202402 ,서울,송파구,127,207,281,7,280,214,688,101,4,101,1,645,5,847,163,17,852,4,937,22
202402 ,서울,양천구,130,128,393,4,374,132,897,60,3,180,756,3,996,140,11,195,2,948,14,283
202402 ,서울,영등포구,126,118,454,2,930,121,510,58,3,802,177,4,37,166,13,481,4,435,18,82
202402 ,서울,용산구,248,64,540,1,294,66,82,121,1,846,71,2,38,153,5,80,779,6,12,12
202402 ,서울,은평구,99,114,406,4,61,118,566,45,3,87,729,3,861,139,9,951,2,72,12,162
202402 ,서울,종로구,1,652,39,459,547,41,658,1,535,1,500,257,3,292,347,3,659,1,566,5
202402 ,서울,중구,296,42,428,1,482,44,206,861,1,803,217,2,881,176,5,347,1,210,6,733
202402 ,서울,중랑구,83,91,711,5,919,97,713,32,3,108,559,3,699,122,11,708,2,818,14,648
202403 ,서울,강남구,154,217,524,17,38,234,716,58,3,986,533,4,577,178,13,665,2,426,16,269
202403 ,서울,강동구,107,130,110,4,976,135,193,41,3,336,798,4,175,147,12,26,2,539,14,712
202403 ,서울,강북구,107,60,324,2,91,62,522,67,2,188,718,2,973,132,6,968,1,298,8,398
202403 ,서울,강서구,135,167,537,9,656,177,328,43,4,300,1,332,5,675,167,16,369,4,362,20
202403 ,서울,관악구,89,99,440,3,53,102,582,46,3,83,346,3,475,143,9,139,2,221,11,503
202403 ,서울,광진구,92,80,662,3,13,83,767,45,2,190,334,2,569,175,8,813,1,647,10,635
202403 ,서울,구로구,106,115,590,10,17,125,713,62,4,154,538,4,754,129,13,933,2,656,16,718
202403 ,서울,금천구,58,71,800,3,440,75,298,32,2,709,451,3,192,72,10,805,2,312,13,189
202403 ,서울,노원구,85,129,620,5,453,135,158,58,3,391,773,4,222,174,9,908,2,157,12,239
202403 ,서울,도봉구,91,76,681,4,623,81,395,48,2,352,575,2,975,125,8,49,2,52,10,226
